PARCELID,TaxYear,PropertyID,Assessment,PropType,CountyName,OwnerName,TotalAcres,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZipCo,DbaName,CareOfTaxp,normalized_owner_name,normalized_owner_address,match_reason,confidence
01129029301010000,2026,867043,0000293600,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,38.28,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129031299090000,2026,853641,0000093910,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,36.21,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028299070000,2026,1546408,0000284930,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,30.312,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981029909MINE,2026,851587,0000076200,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,29.37,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980440101MINE,2026,853931,0000096640,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,26.2,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01128936499090000,2026,1567951,0000094560,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,23.45,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028101040000,2026,1476423,0000687550,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,20.64,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902040105MINE,2026,865260,0000226420,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,20.63,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129029399010000,2026,1546412,0000477220,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,20.59,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028299060000,2026,1546406,0000284920,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,20.5,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129029399030000,2026,1546409,0000477210,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,20.5,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111982229909MINE,2026,851744,0000076900,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,20.473,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028299080000,2026,1546413,0000093610,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,20.2,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028201200000,2026,870011,0000532120,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,20.15,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028201100000,2026,870013,0000532140,Improved Property,Silver Bow,MONTANA RESOURCES LLC,20.01,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
25088620101020000,2026,929183,0012012350,Mining Claim,Madison,MONTANA RESOURCES LLP,20.0,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLP,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
25088620201010000,2026,929182,0012012340,Mining Claim,Madison,MONTANA RESOURCES LLP,20.0,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLP,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902810103MINE,2026,872274,0000747900,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,19.63,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129027201030000,2026,1546401,0000284910,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,19.522,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301400000,2026,1108950,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,19.0,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980910111MINE,2026,867884,0000366100,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,18.81,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301500000,2026,1108763,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,18.72,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129030299070000,2026,1576478,0000477230,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,18.7,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902129908MINE,2026,868775,0000429100,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,18.62,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122201300000,2026,1107691,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,18.28,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980610168MINE,2026,854403,0001308900,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,18.14,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122201050000,2026,1108757,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,18.0,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01128936101096002,2026,853670,0000094510,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,17.76,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301200000,2026,1109087,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,17.52,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902910102MINE,2026,852486,0001117700,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,17.21,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301800000,2026,1110830,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,16.95,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902910103MINE,2026,855065,0001367520,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,16.93,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981610101MINE,2026,859936,0001756310,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,16.82,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301050000,2026,1108761,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,16.18,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903310103MINE,2026,850069,0000893500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,15.956,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122401500000,2026,1108769,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,15.94,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01128936499130000,2026,1567956,0000094580,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,15.65,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301600000,2026,1108764,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,15.024,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122401600000,2026,1107895,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,14.909,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902110103MINE,2026,860989,0000155500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,14.88,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902810101MINE,2026,867816,0000360900,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,14.87,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980429909MIN1,2026,853878,0000096600,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,14.7,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902030110MINE,2026,865249,0000226420,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,14.461,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119820299090000,2026,853787,0000096100,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,13.44,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902910104MINE,2026,855064,0001367510,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,12.79,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903040101MINE,2026,853196,0001181310,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,12.2,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981519906MINE,2026,1629009,0000076250,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,11.41,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129133401010000,2026,1109077,0000002119,Vacant Land,Jefferson,MONTANA RESOURCES LLC,11.36,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112902110106MINE,2026,866704,0000265500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,10.798,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129027201020000,2026,870008,0000532110,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,10.78,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0112903310101MINE,2026,850070,0000893600,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,10.309,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980610103MINE,2026,857353,0001619300,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,9.463,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981810120MINE,2026,851649,0000076610,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,9.35,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122401350000,2026,1107989,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,9.0,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129033201020000,2026,867039,0000293010,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,8.43,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981529903MINE,2026,869289,0000472500,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,7.76,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119810201010000,2026,854017,0000097010,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,7.66,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980510101MINE,2026,853397,0001199000,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,7.04,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301010000,2026,1108760,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,6.29,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028101100000,2026,870010,0000532115,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,4.18,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01128936499110000,2026,1567955,0000094570,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,3.58,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119809299090000,2026,853911,0000096620,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,3.4,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111970129909MIN1,2026,853451,0000091110,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,2.94,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301810000,2026,1110821,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,2.93,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129133101050000,2026,1486818,00000A1174,Vacant Land,Jefferson,MONTANA RESOURCES LLC,2.6,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301150000,2026,1110877,00000A1066,Mining Claim,Jefferson,MONTANA RESOURCES LLC,2.599,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111980610102MINE,2026,866085,0000232300,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,2.31,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119809401010000,2026,1533048,0000472100,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,1.69,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119810299090000,2026,853922,0000096630,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,1.3,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01129028201010000,2026,870009,0000532110,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,1.18,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119816299090000,2026,853776,0000095900,Industrial Property,Silver Bow,MONTANA RESOURCES LLC,1.1,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
0111981010103MINE,2026,854962,0001359100,Mining Claim,Silver Bow,MONTANA RESOURCES LLC,0.94,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
01119713124390000,2026,862081,0001903420,Vacant Land,Silver Bow,MONTANA RESOURCES LLC,0.672,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
51129122301830000,2026,1110823,00000A1066,Vacant Land,Jefferson,MONTANA RESOURCES LLC,0.53,600 SHIELDS AVE,,,BUTTE,MT,59701-2705,,,MONTANA RESOURCES LLC,600 SHIELDS AVE BUTTE MT 59701 2705,exact normalized owner-name match to confirmed registry; broad keyword in OwnerName: MONTANA RESOURCES; exact normalized address shared with a confirmed entity,confirmed
