PARCELID,PropertyID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZipCo,DbaName,CareOfTaxp,LegalDescr,Township,Range,Section,matched_grouped_entity,ranch_component,match_reason
49043115101050000,669858,MOUNTAIN SKY GUEST RANCH LLC,20.96,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S15, T06 S, R07 E, Lot 016",06 S,07 E,15,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043114201020000,669849,MOUNTAIN SKY GUEST RANCH LLC,20.88,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S14, T06 S, R07 E, Lot 009",06 S,07 E,14,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043114101050000,669848,MOUNTAIN SKY GUEST RANCH LLC,20.76,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S14, T06 S, R07 E, Lot 005",06 S,07 E,14,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043115101060000,669859,MOUNTAIN SKY GUEST RANCH LLC,20.58,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S15, T06 S, R07 E, Lot 010",06 S,07 E,15,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043115101010000,669854,MOUNTAIN SKY GUEST RANCH LLC,20.07,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S15, T06 S, R07 E, Lot 17",06 S,07 E,15,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043115101070000,669860,MOUNTAIN SKY GUEST RANCH LLC,20.02,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S15, T06 S, R07 E, Lot 012",06 S,07 E,15,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043115101040000,669857,MOUNTAIN SKY GUEST RANCH LLC,20.01,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S15, T06 S, R07 E, Lot 015",06 S,07 E,15,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043118106070000,669148,MOUNTAIN SKY GUEST RANCH LLC,20.0,Park,MAIL TO:  YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"S18, T06 S, R07 E, C.O.S. 415, PARCEL 2",06 S,07 E,18,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043114101030000,669846,MOUNTAIN SKY GUEST RANCH LLC,20.0,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S14, T06 S, R07 E, Lot 002",06 S,07 E,14,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043114201050000,669852,MOUNTAIN SKY GUEST RANCH LLC,20.0,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S14, T06 S, R07 E, Lot 006",06 S,07 E,14,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043114201060000,669853,MOUNTAIN SKY GUEST RANCH LLC,20.0,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S14, T06 S, R07 E, Lot 008",06 S,07 E,14,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043115101020000,669855,MOUNTAIN SKY GUEST RANCH LLC,20.0,Park,MAIL TO: YANCEY ARTEBURN,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S15, T06 S, R07 E, Lot 014",06 S,07 E,15,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043113290900000,669371,MOUNTAIN SKY GUEST RANCH LLC,14.31,Park,MAIL TO YANCY ARTERBURN GENERAL MANAGER,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"S13, T06 S, R07 E, POR ABANDONED RLY",06 S,07 E,13,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043126201030000,670356,MOUNTAIN SKY GUEST RANCH LLC,4.299,Park,MAIL TO: Dylan King,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"S26, T06 S, R07 E, LOT 1 OF SD 193 (REFERENCE COS 1696)",06 S,07 E,26,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043112301010000,669884,MOUNTAIN SKY GUEST RANCH LLC,2.26,Park,PO BOX 1219,,,EMIGRANT,MT,59027-1219,,,"GLASTONBURY SOUTH, S12, T06 S, R07 E, Lot 26D, SD 285 GLASTONBURY SOUTH",06 S,07 E,12,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49043123201100000,670357,MOUNTAIN SKY GUEST RANCH LLC,0.47,Park,MAIL TO: Dylan King,PO BOX 1219,,EMIGRANT,MT,59027-1219,,,"S23, T06 S, R07 E, POR W2",06 S,07 E,23,ARTHUR BLANK / AMB WEST,Mountain Sky Guest Ranch,Official AMB West page says Arthur Blank purchased Mountain Sky in 2001; current Montana Water Court records also jointly identify Arthur M. Blank and Mountain Sky Guest Ranch LLC.
49060613101010000,661713,PARADISE VALLEY RANCH LLC,640.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S13, T04 S, R08 E, ALL",04 S,08 E,13,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060707101010000,661726,PARADISE VALLEY RANCH LLC,637.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S07, T04 S, R09 E, ALL",04 S,09 E,07,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060601101010000,661739,PARADISE VALLEY RANCH LLC,635.2,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S01, T04 S, R08 E, ALL",04 S,08 E,01,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060717101010000,661733,PARADISE VALLEY RANCH LLC,625.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S17, T04 S, R09 E, ALL LESS S/D 314",04 S,09 E,17,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060624101010000,661762,PARADISE VALLEY RANCH LLC,595.16,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S24, T04 S, R08 E, ACRES 595.16, ALL LESS SE4SE4 & POR COS 2187",04 S,08 E,24,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060612101010000,661711,PARADISE VALLEY RANCH LLC,548.883,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S12, T04 S, R08 E, ALL LESS COS 1525 IN SE4",04 S,08 E,12,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060730101010000,661732,PARADISE VALLEY RANCH LLC,479.4,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S30, T04 S, R09 E, N2, SE4",04 S,09 E,30,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060718201010000,661728,PARADISE VALLEY RANCH LLC,436.87,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S18, T04 S, R09 E, W2NE4, SE4NE4, W2",04 S,09 E,18,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719101010000,661729,PARADISE VALLEY RANCH LLC,412.66,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, ALL LESS C/S #1212 & LESS GOVT LOT 1",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060706301010000,661741,PARADISE VALLEY RANCH LLC,381.316,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S06, T04 S, R09 E, C.O.S. 1252, PARCEL 4, & LOTS 5,6,7 SW4NE4, SE4NW4, E2SW4, NW4SE4",04 S,09 E,06,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060704301010000,661724,PARADISE VALLEY RANCH LLC,370.66,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S04, T04 S, R09 E, ACRES 370.66, S2NE4, SW4, SE4 (ALL W OF RLY) & STRIP 30'X660' IN SE4NW4",04 S,09 E,04,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060705301010000,661725,PARADISE VALLEY RANCH LLC,320.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S05, T04 S, R09 E, S2",04 S,09 E,05,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060621101010000,661761,PARADISE VALLEY RANCH LLC,318.72,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S21, T04 S, R08 E, LOTS 1,2,3,4,5, SE4NW4, S2NE4",04 S,08 E,21,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060602101010000,661740,PARADISE VALLEY RANCH LLC,317.221,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S02, T04 S, R08 E, C.O.S. 2114, PARCEL E",04 S,08 E,02,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060720301010000,661731,PARADISE VALLEY RANCH LLC,240.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S20, T04 S, R09 E, S2NW4, SW4",04 S,09 E,20,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060611401010000,661717,PARADISE VALLEY RANCH LLC,238.487,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S11, T04 S, R08 E, C.O.S. 1525, PARCEL A",04 S,08 E,11,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060625101010000,661722,PARADISE VALLEY RANCH LLC,216.634,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S25, T04 S, R08 E, C.O.S. 1221, PARCEL B-1, & COS 244 TRACT A",04 S,08 E,25,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060611101010000,661710,PARADISE VALLEY RANCH LLC,189.533,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S11, T04 S, R08 E, ALL E OF CO RD LESS COS 1525 IN S2",04 S,08 E,11,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49070333401010000,661714,PARADISE VALLEY RANCH LLC,161.066,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S33, T03 S, R09 E, C.O.S. 2222, PARCEL REMAINDER TRACT",03 S,09 E,33,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060708201010000,661727,PARADISE VALLEY RANCH LLC,160.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S08, T04 S, R09 E, NW4",04 S,09 E,08,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060720101010000,661826,PARADISE VALLEY RANCH LLC,159.995,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S20, T04 S, R09 E, W2NE4, N2NW4",04 S,09 E,20,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060705201010000,661258,PARADISE VALLEY RANCH LLC,129.289,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S05, T04 S, R09 E, C.O.S. 1252, TRACTS 5,6,7,8",04 S,09 E,05,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060706265010000,661260,PARADISE VALLEY RANCH LLC,122.875,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S06, T04 S, R09 E, C.O.S. 1252, PARCEL 2-3, & GOVT LOT 4",04 S,09 E,06,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060720105010000,661730,PARADISE VALLEY RANCH LLC,120.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S20, T04 S, R09 E, E2NE4, NE4SE4",04 S,09 E,20,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060718401010000,661825,PARADISE VALLEY RANCH LLC,115.893,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S18, T04 S, R09 E, SE4 LESS C/S #1212",04 S,09 E,18,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060704180010000,661865,PARADISE VALLEY RANCH LLC,114.82,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S04, T04 S, R09 E, GOVT LOTS 1,2, SE4NW4 LESS 30'X660' & LOT 10 OF COS 1252 LESS COS 1948",04 S,09 E,04,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49070235101010000,661735,PARADISE VALLEY RANCH LLC,83.336,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S35, T03 S, R08 E, C.O.S. 2114, PARCEL C-1",03 S,08 E,35,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49070235401010000,661738,PARADISE VALLEY RANCH LLC,78.869,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S35, T03 S, R08 E, C.O.S. 2114, PARCEL A-1",03 S,08 E,35,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719270010000,661754,PARADISE VALLEY RANCH LLC,68.19,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL 6, & GOVT LOT 1",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060625201100000,1620591,PARADISE VALLEY RANCH LLC,67.325,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S25, T04 S, R08 E, C.O.S. 2801RB, PARCEL 2",04 S,08 E,25,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060626101500000,1424241,PARADISE VALLEY RANCH LLC,67.158,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S26, T04 S, R08 E, C.O.S. 2801RB, PARCEL B-2-A, ACRES 67.158",04 S,08 E,26,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49070235420010000,661736,PARADISE VALLEY RANCH LLC,55.464,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S35, T03 S, R08 E, C.O.S. 2114, PARCEL D-1",03 S,08 E,35,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49070235120010000,661737,PARADISE VALLEY RANCH LLC,52.309,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S35, T03 S, R08 E, C.O.S. 2114, PARCEL B-1",03 S,08 E,35,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060622275010000,661764,PARADISE VALLEY RANCH LLC,40.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S22, T04 S, R08 E, NE4NW4",04 S,08 E,22,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060718180010000,661494,PARADISE VALLEY RANCH LLC,40.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S18, T04 S, R09 E, NE4NE4",04 S,09 E,18,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719301010000,661758,PARADISE VALLEY RANCH LLC,39.36,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL C",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060704201010000,661257,PARADISE VALLEY RANCH LLC,38.921,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S04, T04 S, R09 E, C.O.S. 1252, PARCEL 9",04 S,09 E,04,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719202010000,661755,PARADISE VALLEY RANCH LLC,31.807,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL A",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060624430010000,661766,PARADISE VALLEY RANCH LLC,24.245,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S24, T04 S, R08 E, SE4SE4 LESS C/S 244",04 S,08 E,24,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060718450010000,661749,PARADISE VALLEY RANCH LLC,20.73,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S18, T04 S, R09 E, C.O.S. 1212, PARCEL 1",04 S,09 E,18,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49070331301010000,661261,PARADISE VALLEY RANCH LLC,20.726,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S31, T03 S, R09 E, C.O.S. 1252, PARCEL 1",03 S,09 E,31,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060718403010000,661750,PARADISE VALLEY RANCH LLC,20.477,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S18, T04 S, R09 E, C.O.S. 1212, PARCEL 2",04 S,09 E,18,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719260010000,661751,PARADISE VALLEY RANCH LLC,20.38,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL 3",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719230010000,661752,PARADISE VALLEY RANCH LLC,20.28,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL 4",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719350010000,661757,PARADISE VALLEY RANCH LLC,20.279,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL B",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060719380010000,661753,PARADISE VALLEY RANCH LLC,20.123,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S19, T04 S, R09 E, C.O.S. 1212, PARCEL 5",04 S,09 E,19,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49060623225020000,661768,PARADISE VALLEY RANCH LLC,8.453,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,,"S23, T04 S, R08 E, NE4 LESS COS 167",04 S,08 E,23,ARTHUR BLANK / AMB WEST,Paradise Valley Ranch,Official AMB West page says Arthur Blank purchased PVR in 2019; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043132301010000,669725,WEST CREEK RANCH LLC,640.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S32, T06 S, R07 E, ALL",06 S,07 E,32,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034101301010000,664970,WEST CREEK RANCH LLC,639.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S01, T07 S, R06 E, ACRES 639, ALL",07 S,06 E,01,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043036101010000,670541,WEST CREEK RANCH LLC,638.24,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S36, T06 S, R06 E, ALL",06 S,06 E,36,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034206301010000,669290,WEST CREEK RANCH LLC,619.45,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S06, T07 S, R07 E, ALL",07 S,07 E,06,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043131301010000,669465,WEST CREEK RANCH LLC,614.51,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S31, T06 S, R07 E, ALL",06 S,07 E,31,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
